genero,title,specs,price,id,developer,anio
Simulation,Hegemony III: Clash of the Ancients,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",29.99,308173,Longbow Games,2015
Simulation,Rocksmith® 2014 – The Stone Roses - “Love Spreads”,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,369808,Ubisoft - San Francisco,2015
Simulation,Crookz - The Big Heist,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,310490,Skilltree Studios,2015
Action,Capsule Force,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",4.99,364060,klobit LLC,2015
Action,Arclight Cascade,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",Free to Play,391210,Hexdragonal Games,2015
Simulation,Rocksmith® 2014 – The Stone Roses - “I Wanna Be Adored”,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,369809,Ubisoft - San Francisco,2015
Action,WARMODE,"['Multi-player', 'Steam Trading Cards']",Free to Play,391460,WARTEAM,2015
Simulation,Rocksmith® 2014 – The Stone Roses - “She Bangs The Drums”,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,369810,Ubisoft - San Francisco,2015
Simulation,Rocksmith® 2014 – The Stone Roses Song Pack,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",7.99,369811,Ubisoft - San Francisco,2015
Adventure,Amnesia™: Memories,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",29.99,359390,"Idea Factory,Design Factory",2015
Action,Age of Survival,"['Single-player', 'Multi-player', 'Steam Trading Cards', 'Partial Controller Support']",18.99,369080,Seattletek,2015
Action,Knight &amp; Damsel,"['Multi-player', 'Shared/Split Screen', 'Full controller support', 'Steam Trading Cards']",9.99,361680,MK-ULTRA Games,2015
Adventure,Shadowrun: Hong Kong - Extended Edition,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",19.99,346940,Harebrained Schemes,2015
Action,Knight &amp; Damsel Soundtrack - Maggie McLean,"['Multi-player', 'Shared/Split Screen', 'Downloadable Content']",3.99,369380,Maggie McLean,2015
Strategy,Big Journey to Home,"['Single-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",3.99,388440,The Light Sword Team,2015
Strategy,Big Journey to Home - Official Soundtrack,"['Single-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",0.99,390630,The Light Sword Team,2015
Action,Mute Crimson+ Soundtrack,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2.99,387160,Iced Lizard Games,2015
Strategy,Tick: The Time Based Puzzle Game,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",2.99,388010,Fingertip Games UK,2015
Strategy,Satellite Reign: Reboot - Prequel Novella,"['Downloadable Content', 'Steam Leaderboards']",3.99,395050,5 Lives Studios,2015
Action,Daydreamer: Awakened Edition,"['Single-player', 'Full controller support']",10.99,394390,Roland Studios,2015
Action,Curse of the Crescent Isle DX,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",4.99,365120,Adam Mowery,2015
Adventure,Farm Frenzy Collection,"['Single-player', 'Steam Trading Cards']",19.99,391000,Alawar Entertainment,2015
Action,Bernie Needs Love,"['Single-player', 'Full controller support']",2.99,373120,Protomni Multimedia,2015
Action,The Flock,"['Multi-player', 'Full controller support']",16.99,290490,Vogelsap,2015
Action,Towers of Altrac - Endless Mode,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",0.99,391470,"Jsmael Stieger,Manuel Stieger,Andreas Stieger",2015
Adventure,Shadowrun: Hong Kong - Extended Edition Deluxe Upgrade DLC,"['Single-player', 'Downloadable Content']",9.99,395260,Harebrained Schemes,2015
Simulation,Pinball Arcade: Season Five Pack,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",14.99,394560,FarSight Studios,2015
Simulation,Forget Me Not: My Organic Garden,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,363980,CAVYHOUSE,2015
Simulation,Pinball Arcade: Season Five Pro Pack,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",19.99,394561,FarSight Studios,2015
Action,ORBITOR,"['Single-player', 'Partial Controller Support']",14.99,336220,Evil Aliens,2015
Simulation,Super Mega Baseball: Extra Innings,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,314070,Metalhead Software Inc.,2015
Action,Link: The Unleashed Nexus,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,388720,Reminisce,2015
Action,Galactic Conquerors,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer']",7.99,385680,Kinahmi Games,2015
Action,Lost in Paradise,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",2.99,381170,Elev8 Games,2015
Simulation,Train Simulator: China Clay for Export Route Add-On,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",24.99,325953,Creative Rail,2015
Simulation,Train Simulator: Southern Class 455/8 EMU Add-On,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",19.99,325963,Dovetail Games,2015
Simulation,Network South East Class 319 Add-on Livery,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",4.99,275800,Dovetail Games,2015
Action,Zanzarah: The Hidden Portal,['Single-player'],7.99,384570,Funatics Software,2015
Adventure,City Quest,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,308560,Stone Monkey Studios,2015
Action,Get Over Here,"['Single-player', 'Multi-player', 'Co-op', 'Full controller support', 'Steam Trading Cards']",9.99,393950,Reload Games Studio,2015
Strategy,Fallen: A2P Protocol,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,325790,Red Katana,2015
Strategy,Fallen: A2P Protocol - Digital Deluxe Edition,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",4.99,392660,Red Katana,2015
Strategy,Anti-Opoly,"['Single-player', 'Shared/Split Screen']",9.99,343990,Webfoot,2015
Adventure,Beach Bounce,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",7.99,352010,BurstRay Games,2015
Adventure,Beach Bounce - Soundtrack,"['Single-player', 'Downloadable Content', 'Steam Trading Cards']",2.99,394050,BurstRay Games,2015
Adventure,Dream Of Mirror Online,"['MMO', 'Steam Trading Cards']",Free,335820,SoftStar,2015
Action,Void Invaders,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",2.99,391170,VoidDev,2015
Adventure,Ferrum's Secrets: Where Is Grandpa?,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']",4.99,391340,ZigZag Soft,2015
Adventure,Arvale,"['Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",7.99,392920,Jaybot7,2015
Action,Daemon Detective Gaiden,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",9.99,377200,Yal,2015
Strategy,ABD: A Beautiful Day,"['MMO', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",24.99,384920,"Robert Bonner,Jack Hanley,Ben Rawles,Boris Blosse",2015
Simulation,Expert Rifleman - Reloaded,"['Single-player', 'Steam Trading Cards', 'Steam Workshop']",14.99,383590,BattleByte,2015
Strategy,Way of Gold and Steel,"['Single-player', 'Steam Trading Cards']",8.99,373730,Sergey Bobrov,2015
Strategy,Front Wars,"['Single-player', 'Multi-player', 'Partial Controller Support', 'Steam Leaderboards']",6.99,370160,Homemade Games,2015
Action,M4 Tank Brigade,"['Single-player', 'Multi-player', 'MMO', 'Co-op']",14.99,348810,iEntertainment Network Inc,2015
Action,"Botology - Map ""Barazin"" for Survival Mode","['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']",0.99,389630,Black Lime Studio,2015
Adventure,CO-OP : Decrypted,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support']",9.99,315130,Pixelz Games,2015
Action,SCS deORBIT,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",0.99,337700,Zero Dollarz,2015
Action,STAR-BOX: RPG Adventures in Space,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",4.99,363510,Michael Flynn,2015
Action,Volume - Making of eBook,"['Single-player', 'Downloadable Content']",3.99,395440,Bithell Games,2015
Action,Volume,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",19.99,365770,Bithell Games,2015
Action,Volume - Original Soundtrack,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",10.99,395441,Bithell Games,2015
Adventure,RPG MO,"['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",Free to Play,372800,Marxnet,2015
Strategy,Pike and Shot : Campaigns,"['Single-player', 'Multi-player']",39.99,377520,"Byzantine Games,The Lordz Games Studio",2015
Adventure,Gathering Sky,['Single-player'],4.99,356250,A Stranger Gravity,2015
Adventure,Gathering Sky - Original Soundtrack,"['Single-player', 'Downloadable Content']",4.99,393640,A Stranger Gravity,2015
Adventure,Lord of the Dark Castle,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",3.99,349460,Craze Creative Studios,2015
Action,UBERMOSH,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",0.99,357070,Walter Machado,2015
Simulation,Train Simulator: The Racetrack: Aurora - Chicago Route Add-On,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",39.99,258648,Chicago &amp; Southwest Productions,2015
Simulation,Rocksmith® 2014 – Social Distortion - “Reach For The Sky”,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,369801,Ubisoft - San Francisco,2015
Strategy,Galactic Civilizations III - Mega Events DLC,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Stats']",3.99,389930,Stardock Entertainment,2015
Adventure,Beyond Eyes,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",14.99,356050,"Tiger and Squid,Team17 Digital Ltd",2015
Action,Illuminascii,['Single-player'],10.99,376130,DDD Wares,2015
Simulation,Train Simulator: D&amp;RGW SD50 Loco Add-On,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",19.99,325955,Digital Train Model,2015
Simulation,Rocksmith® 2014 – Social Distortion Song Pack,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,369802,Ubisoft - San Francisco,2015
Simulation,Train Simulator: West Highland Line (South) Route Add-On,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",39.99,277761,Milepost Simulations,2015
Simulation,Dungeons 2 - A Chance of Dragons,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",3.99,382410,Realmforge Studios,2015
Adventure,Tanita: A Plasticine Dream,['Single-player'],4.99,372560,Trickster Games,2006
Strategy,Nightside,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards']",9.99,360390,OMNIDREAM CREATIONS,2015
Action,Fitz the Fox,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",3.99,372830,Bread Vision Studios LLC.,2015
Action,Spider: Rite of the Shrouded Moon,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",9.99,278420,Tiger Style,2015
Adventure,Spider: Rite of the Shrouded Moon - Soundtrack,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,391930,Tiger Style,2015
Simulation,The Oil Blue: Steam Legacy Edition,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",4.99,386700,Vertigo Gaming Inc.,2010
Simulation,Road Works,"['Single-player', 'Steam Leaderboards', 'Includes level editor']",7.99,352750,TaxSoft,2014
Simulation,Shu's Garden,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Full controller support']",4.99,393350,"Colin Sanders,Jason RT Bond",2015
Adventure,Planet Alcatraz 2,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",4.99,389250,1C Company,2008
Strategy,Shadow of Kingdoms,"['Single-player', 'MMO']",Free,387450,TernGame,2015
Strategy,President for a Day - Floodings,"['Single-player', 'Steam Achievements', 'Stats']",2.99,368770,Serious Games Interactive,2015
Strategy,Space Hulk Ascension - Successor Chapter Pack,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']",7.99,355900,Full Control,2015
Simulation,Baltimore &amp; Ohio Wagon Pack,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",4.99,326001,Great Northerner,2015
Action,Toy Soldiers: War Chest - Cobra Pack,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",4.99,391431,"Signal Studios,Krome Studios",2015
Action,Toy Soldiers: War Chest - G.I. Joe Pack,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",4.99,391430,"Signal Studios,Krome Studios",2015
Action,Toy Soldiers: War Chest - Legendary Heroes,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",14.99,391621,"Signal Studios,Krome Studios",2015
Action,Toy Soldiers: War Chest - Masters of the Universe™ Pack,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",4.99,391432,"Signal Studios,Krome Studios",2015
Simulation,Luxury Hotel Emporium,['Single-player'],4.99,389680,United Independent Entertainment GmbH,2015
Strategy,We Are Legion,['Multi-player'],9.99,354560,Pwnee Studios,2015
Simulation,Nightclub Emporium,['Single-player'],4.99,389690,United Independent Entertainment GmbH,2015
Action,Demon Hearts,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",3.99,367350,Jon Harwood Creations LLC,2015
Strategy,12 Labours of Hercules III: Girl Power,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2.99,360650,"Jetdogs Studios,Zoom Out Games",2015
Action,Putrefaction,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",0.99,378270,Kazakov Oleg,2015
Adventure,Black Home,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,370700,Warfare Studios,2015
Action,The Tower Of Elements,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']",0.99,377310,Wulo Games,2015
Adventure,Hidden: On the trail of the Ancients,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']",9.99,352580,Lost Spell,2015
Adventure,Dream,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",8.99,229580,HyperSloth,2015
Adventure,Dream - Soundtrack,"['Single-player', 'Downloadable Content']",3.99,384710,"HyperSloth,Norman Legies",2015
Action,Zone 22,['Single-player'],7.99,321390,Nordic Legacy,2015
Adventure,Cosmonautica,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,320340,Chasing Carrots,2015
Adventure,D4: Hand Cursor Set　Vol.2,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2.99,384226,Access Games,2015
Adventure,D4: Hand Cursor Set　Vol.3,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2.99,384227,Access Games,2015
Action,Nirvana: The First Travel,['Single-player'],3.99,386630,Jardel Elias,2015
Action,Geocore,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Partial Controller Support']",2.99,355190,Anarchy Interactive,2015
Adventure,Millennium 5 - Deluxe Contents (contains Guide),"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",5.99,372270,Aldorlea Games,2015
Action,Badland Bandits - Bloody Pack,"['Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']",19.99,392090,Wild Wolf Std,2015
Adventure,D4: Hand Cursor Set　Vol.1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2.99,384225,Access Games,2015
Action,Gynophobia,"['Single-player', 'Full controller support', 'Steam Trading Cards']",3.99,365020,Andrii Vintsevych,2015
Action,"Botology - Map ""Sartilus"" for Survival Mode","['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']",0.99,389620,Black Lime Studio,2015
Adventure,Go Home - Rage incoming,"['Single-player', 'Steam Achievements']",1.99,365150,Synter Games,2015
Adventure,Adam's Venture Chronicles,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,362410,Vertigo Games,2015
Adventure,Last Half of Darkness - Society of the Serpent Moon,"['Single-player', 'Steam Trading Cards']",4.99,384910,WRF Studios,2011
Adventure,Fingerbones,['Single-player'],Free,391270,David Szymanski,2014
Action,PixelJunk™ Nom Nom Galaxy,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",9.99,226100,Q-Games Ltd.,2015
Strategy,Wave Mechanics,"['Single-player', 'Steam Achievements']",0.99,385690,Adam Tarnowski,2015
Simulation,Great Northern Wagon Pack Add-On,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",4.99,275139,Great Northerner,2015
Simulation,BNSF Wagon Pack Add-On,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",4.99,275138,Great Northerner,2015
Strategy,TREBUCHET,"['Single-player', 'Multi-player']",5.99,336680,iconical Ltd.,2015
Adventure,East Tower - Kurenai,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,356560,roseVeRte,2014
Action,Baxter's Venture: Director's Cut,"['Single-player', 'Steam Achievements']",3.99,386460,GG-Works,2015
Action,Call to Arms - Deluxe Edition upgrade,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",14.99,374390,Digitalmindsoft,2015
Action,Stellar 2D,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",0.99,391070,quad games,2015
Action,"Rock, the Tree Hugger",['Single-player'],4.99,391410,"Machineman1357,Phanom Games",2015
Adventure,StartBolita,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",3.99,364850,JhonGames,2016
Action,The Deletion,"['Single-player', 'Steam Trading Cards']",1.99,391160,Russpuppy,2015
Action,Sunrise,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",1.99,378731,Flippfly LLC,2015
Action,Stick 'Em Up 2: Paper Adventures,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",2.99,282780,Never Don't Play,2015
Action,ReLoaded,"['Single-player', 'Partial Controller Support']",4.99,379380,Urbanscan,2015
Action,Badland Bandits - Old school madness skins,"['Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']",17.99,390690,Wild Wolf Std,2015
Action,Legend of Kay Anniversary,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,313810,"Kaiko,Neon Studios",2015
Adventure,Just Alone,['Single-player'],12.99,388300,Evergreen,2015
Action,Boneless Zombie,"['Single-player', 'Steam Achievements', 'Full controller support']",4.99,383700,Zoo Corporation,2015
Action,Life is Strange - Episode 4,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,329920,"DONTNOD ENTERTAINMENT,Feral Interactive (Mac),Feral Interactive (Linux)",2015
Action,Spooky's Jump Scare Mansion - OST,"['Single-player', 'Downloadable Content']",9.99,390580,Lag Studios,2015
Action,Hogs of War,['Single-player'],4.99,389900,"Infogrames Entertainment SA,Gremlin Interactive",2000
Action,Blue Libra,"['Single-player', 'Steam Achievements']",3.99,377890,Orator Games,2011
Action,Chronicon,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats']",9.99,375480,Subworld,2015
Action,Professional Lifetime All-Inclusive,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",99.99,381792,Virtual Racing Industries Ltd.,2015
Simulation,FSX: Steam Edition - Messerschmitt Bf 109 Add-On,"['Single-player', 'Multi-player', 'Downloadable Content', 'Partial Controller Support']",19.99,379232,Just Flight,2015
Simulation,FSX: Steam Edition - Republic RC-3 Seabee Add-On,"['Single-player', 'Multi-player', 'Downloadable Content', 'Partial Controller Support']",19.99,379240,KC Flight Shop,2015
Simulation,Euro Truck Simulator 2 - Prehistoric Paint Jobs Pack,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Includes level editor']",1.99,266931,SCS Software,2015
Action,Spooky's Jump Scare Mansion,['Single-player'],Free to Play,356670,Lag Studios,2015
Simulation,Rocksmith® 2014 – Faith No More Song Pack,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",11.99,369793,Ubisoft - San Francisco,2015
Action,Collisions,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",3.99,390910,2DEngine,2015
Action,Abducted,"['Single-player', 'Partial Controller Support']",14.99,299580,Sunside Inc,2017
Action,Badland Bandits - Raw Power Skins,"['Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']",14.99,391010,Wild Wolf Std,2015
Simulation,Construction Simulator 2015: Liebherr LB 28,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']",3.99,359781,weltenbauer. Software Entwicklung GmbH,2015
Action,Absolute Drift,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",11.99,320140,"Funselektor Labs Inc.,FlippFly",2015
Simulation,Mitos.is: The Game,['Multi-player'],Free to Play,389570,Freakinware Studios,2015
Action,Hush,"['Single-player', 'Full controller support']",9.99,379990,Game Studio 78,2015
Action,Inferno 2,"['Single-player', 'Steam Achievements', 'Full controller support']",4.99,387280,Radiangames,2015
Strategy,Magic Duels,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud']",Free to Play,316010,Stainless Games Ltd.,2015
Adventure,Idol Magical Girl Chiru Chiru Michiru Part 1,"['Single-player', 'Steam Trading Cards']",19.99,377710,Frontwing,2015
Action,The Swindle,"['Single-player', 'Steam Achievements', 'Full controller support']",14.99,369110,Size Five Games,2015
Action,Galacide,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",6.99,356790,Puny Human,2015
Strategy,Colonial Conquest,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards']",9.99,341030,"Argonauts Interactive,Collectif Nemoïd",2015
Action,Never Alone: Foxtales,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",3.99,355740,"Upper One Games,E-Line Media",2015
Adventure,King's Quest,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",24.99,345390,The Odd Gentlemen,2015
Strategy,King of Dragon Pass,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']",11.99,352220,"A Sharp, LLC",2015
Simulation,The Viceroy,"['Single-player', 'Steam Achievements', 'Steam Cloud']",19.99,387430,Goatee Games,2015
