genero,title,specs,price,id,developer,anio,playtime_forever
Simulation,My Riding Stables: Life with Horses,['Single-player'],9.99,276340,Sproing,2014,693
Simulation,My Vet Practice - In the Country,"['Single-player', 'Steam Cloud']",9.99,276240,Independent Arts Software,2014,20
Simulation,Riding Star - Horse Championship!,"['Single-player', 'Steam Cloud']",9.99,276360,Sproing,2014,77
Simulation,My Riding Stables - your horse world,"['Single-player', 'Steam Cloud']",9.99,276300,Radon Labs GmbH,2014,0
Action,Yet Another Zombie Defense,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",1.99,270550,Awesome Games Studio,2014,248002
Action,Platformines,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",9.99,264540,Magiko Gaming,2014,25144
Action,Bardbarian,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",7.99,269490,TreeFortress Games,2014,51073
Simulation,Goat Simulator,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",9.99,265930,Coffee Stain Studios,2014,3772739
Action,Batman™: Arkham Origins Blackgate - Deluxe Edition,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,267490,Armature Studio,2014,39441
Adventure,Gray Matter,"['Single-player', 'Steam Trading Cards']",9.99,260570,WizarBox Production,2014,6123
Action,Scourge: Outbreak,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",7.99,227560,Tragnarion Studios,2014,37552
Adventure,3 Stars of Destiny,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,278530,Aldorlea Games,2014,97816
Strategy,Hive,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards', 'Steam Turn Notifications']",9.99,251210,BlueLine Games,2013,8066
Racing,MXGP - The Official Motocross Videogame,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",19.99,256370,Milestone S.r.l.,2014,143333
Action,Breach &amp; Clear,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",14.99,266130,"Mighty Rabbit Studios,Gun.",2014,109501
Adventure,Montas,"['Single-player', 'Full controller support', 'Steam Cloud']",9.99,269350,Organic Humans,2014,1215
Strategy,Strategic War in Europe,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",14.99,283000,Wastelands Interactive,2014,29719
Action,Escape Goat 2,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",9.99,255340,MagicalTimeBean,2014,14154
Action,Betrayer,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",4.99,243120,Blackpowder Games,2014,82526
Action,YAIBA: NINJA GAIDEN Z,"['Single-player', 'Steam Achievements', 'Steam Leaderboards']",29.99,252230,"Spark Unlimited,comcept Inc.,Team NINJA",2014,2289
Action,Ubersoldier II,['Single-player'],9.99,281410,Burut CT,2008,3571
Action,Explodemon,"['Single-player', 'Steam Achievements']",8.99,281820,Curve Studios,2011,1290
Action,Call of Duty®: Ghosts,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']",59.99,209160,Infinity Ward,2014,787924
Adventure,Ether One,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",19.99,265950,White Paper Games,2014,9877
Action,Desert Gunner,['Single-player'],2.99,281260,Digital Fusion,2006,304
Action,Desert Thunder,['Single-player'],9.99,283330,"Brainbox Games,Hip Games",2003,1497
Action,Litil Divil,['Single-player'],9.99,283430,Gremlin Interactive,1993,895
Strategy,US and THEM,['Single-player'],2.99,281350,Icehole Games,2010,802
Action,Revolution Ace,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",4.99,274560,"Laser Guided Games, LLC",2014,64845
Action,KRUNCH,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,280500,LeGrudge &amp; Rugged,2012,2857
Strategy,Panzer Corps,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Includes level editor']",19.99,268400,"Flashback Games,The Lordz Games Studio",2011,64161
Action,10 Second Ninja,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",1.99,271670,Four Circle Interactive,2014,24585
Action,Diehard Dungeon,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",4.99,277870,Tricktale,2012,18755
Simulation,Mining &amp; Tunneling Simulator,"['Single-player', 'Steam Cloud']",9.99,273820,United Independent Entertainment GmbH,2014,958
Adventure,Squirt's Adventure,['Single-player'],0.99,263180,The Dept of Silly Stuff,2014,63
Action,Nosferatu: The Wrath of Malachi,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",9.99,283290,Idol FX,2003,61776
Action,Incoming Forces,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",9.99,283390,Rage Software,2002,30569
Action,City of Steam: Arkadia,"['Multi-player', 'MMO']",Free to Play,266070,Mechanist Games,2014,83407
Adventure,Year Walk,"['Single-player', 'Steam Achievements']",5.99,269050,Simogo,2014,6866
Action,GIGANTIC ARMY,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",5.99,278930,ASTRO PORT,2014,14348
Adventure,Return to Mysterious Island,['Single-player'],7.99,277110,Kheops Studio,2014,4840
Adventure,Return to Mysterious Island 2,['Single-player'],7.99,277270,Kheops Studio,2014,4062
Action,Infested Planet,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,204530,Rocket Bear Games,2014,141603
Action,Summoner,['Single-player'],4.99,275570,Volition,2001,26753
Action,Corporate Lifestyle Simulator,"['Single-player', 'Full controller support']",4.99,261880,DolphinBarn,2014,5394
Action,Dragons and Titans,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",Free to Play,263500,Wyrmbyte,2014,160753
Action,Sledgehammer / Gear Grinder,"['Single-player', 'Multi-player', 'Full controller support', 'Steam Trading Cards']",7.99,285520,Targem Games,2008,4265
Action,CT Special Forces: Fire for Effect,"['Single-player', 'Steam Cloud']",9.99,283410,"Asobo Studio,Hip Games",2005,1436
Adventure,The Book of Legends,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,277470,Aldorlea Games,2014,19110
Strategy,ORB,['Single-player'],4.99,281390,Strategy First,2002,2252
Action,Hard Truck Apocalypse / Ex Machina,"['Single-player', 'Steam Trading Cards']",7.99,285500,Targem Games,2005,26701
Action,Hard Truck Apocalypse: Rise Of Clans / Ex Machina: Meridian 113,"['Single-player', 'Multi-player', 'Steam Trading Cards']",5.99,286810,Targem Games,2006,23715
Action,Hard Truck Apocalypse: Arcade / Ex Machina: Arcade,"['Single-player', 'Steam Trading Cards']",4.99,286830,Targem Games,2007,5377
Simulation,Post Master,"['Single-player', 'Steam Trading Cards']",4.99,275080,Excalibur,2014,22306
Action,Riptide GP2,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",6.99,257790,Vector Unit,2014,13026
Simulation,Race To Mars,"['Single-player', 'Steam Achievements']",19.99,257930,"INTERMARUM,ONE MORE LEVEL",2014,730
Action,Obscure,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",6.99,254460,Hydravision Entertainment,2005,11155
Action,Obscure II (Obscure: The Aftermath),"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",9.99,254480,Hydravision Entertainment,2008,4865
Action,Mitsurugi Kamui Hikae,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,263620,Zenith Blue,2014,40988
Action,Cypress Inheritance: The Beginning,"['Single-player', 'Full controller support']",59.99,270430,"Cypress Inheritance, LLC",2014,18
Action,Galactic Command Echo Squad SE,"['Single-player', 'Partial Controller Support']",9.99,285670,3000AD,2014,5
Action,PAC-MAN MUSEUM™,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,236470,BANDAI NAMCO Studio Inc.,2014,1594
Action,Procyon,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",3.99,266250,Deadly Red Cube,2014,3516
Action,BlackSoul: Extended Edition,['Single-player'],6.99,264480,XeniosVision,2014,634
Action,resident evil 4 / biohazard 4,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Steam Leaderboards']",19.99,254700,Capcom,2014,466641
Action,Thief,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",29.99,239160,"Eidos-Montréal,Feral Interactive (Mac)",2014,1190293
Action,Iron Soul,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']",4.99,262080,BluBee Games,2014,3872
Action,Line Of Defense Tactics - Tactical Advantage,['Single-player'],9.99,267220,3000AD,2014,177
Action,One Finger Death Punch,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",4.99,264200,Silver Dollar Games,2014,823302
Action,South Park™: The Stick of Truth™,"['Single-player', 'Steam Achievements', 'Full controller support']",29.99,213670,Obsidian Entertainment,2014,3327742
Action,Tower of Guns,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",14.99,266110,Terrible Posture Games,2014,92764
Adventure,Mars Colony:Challenger,"['Single-player', 'Multi-player', 'Co-op']",4.99,277910,HyperKat Games,2014,1714
Action,Drifter,"['Single-player', 'Partial Controller Support']",11.99,259450,Celsius Game Studios,2014,2671
Action,Spaceforce Homeworld,['Single-player'],4.99,278850,Dreamatrix,2014,0
Action,STRIDER™ / ストライダー飛竜®,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,235210,"Double Helix Games,Capcom",2014,102784
Action,99 Levels To Hell,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']",4.99,264280,"Zaxis Games,B-evil",2014,90055
Action,Descent 2,"['Single-player', 'Multi-player']",9.99,273580,Parallax,2014,1724
Action,Drunken Robot Pornography,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Leaderboards', 'Includes level editor']",14.99,209060,"Dejobaan Games, LLC",2014,40592
Action,Humanity Asset,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",9.99,271640,Browny Application,2014,40964
Adventure,Holy Avatar vs. Maidens of the Dead,"['Single-player', 'Steam Achievements']",9.99,261720,"Headup Games,Silent Dreams",2014,289
Action,EvilQuest,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",1.99,263820,Chaosoft Games,2014,23891
Strategy,Ninja Cats vs Samurai Dogs,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",4.99,260380,Eutechnyx,2014,865
Adventure,Go! Go! Nippon! ~My First Trip to Japan~,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",9.99,251870,OVERDRIVE,2011,100241
Action,Angvik,"['Single-player', 'Partial Controller Support']",2.99,278890,Alastair John Jack,2014,7470
Action,Sudeki,"['Single-player', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud']",5.99,233350,Climax Studios,2005,33055
Simulation,Warehouse and Logistics Simulator,['Single-player'],9.99,273940,app2fun,2014,12978
Action,Major Mayhem,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",4.99,264340,Rocket Jump,2014,15213
Adventure,Journal,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,261680,Locked Door Puzzle,2014,4922
Action,C-RUSH,"['Single-player', 'Steam Achievements', 'Steam Leaderboards']",1.99,262980,Artnumeris,2014,118
Action,Dusty Revenge:Co-Op Edition,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",14.99,252430,PD Design Studio,2014,5125
Action,Home Sheep Home 2,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Commentary available']",9.99,259810,Aardman Animations,2014,2622
Action,WazHack,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Steam Leaderboards']",9.99,264160,Waz,2014,53732
Action,Drox Operative,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards']",19.99,274480,Soldak Entertainment,2012,9485
Strategy,Dogs of War Online,"['Multi-player', 'Steam Trading Cards']",Free to Play,219700,Cyanide,2014,10497
Action,Oniken: Unstoppable Edition,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,252010,JoyMasher,2014,48351
Adventure,Nightmares from the Deep: The Cursed Heart,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,259740,Artifex Mundi,2012,27847
Adventure,realMyst: Masterpiece Edition,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",17.99,244430,Cyan,2014,21104
Simulation,Masters of the World - Geopolitical Simulator 3,"['Single-player', 'Multi-player']",34.99,268890,Eversim,2014,65671
Action,Jets'n'Guns Gold,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",6.99,262260,Rake in Grass,2014,23984
Adventure,Fading Hearts,['Single-player'],14.99,259720,Sakura River Interactive,2009,19577
Strategy,MoonBase Commander,"['Single-player', 'Multi-player', 'Steam Trading Cards']",5.99,254880,Humongous Entertainment,2002,5519
Action,Probably Archery,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']",4.99,263420,South East Games,2014,15414
Action,Double Dragon: Neon,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,252350,"WayForward,Abstraction Games",2014,40200
Strategy,Horizon,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",29.99,236130,L3O Interactive,2014,19944
Racing,Little Racers STREET,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",5.99,262690,Milkstone Studios,2014,32485
Strategy,Dead Man's Draw,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",6.99,262450,Stardock Entertainment,2014,16306
Action,The LEGO® Movie - Videogame,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",19.99,267530,"TT Fusion,Traveller's Tales,Feral Interactive (Mac)",2014,361451
Action,Ethan: Meteor Hunter,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,266330,Seaven Studio,2014,12061
Adventure,Jazzpunk: Director's Cut,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,250260,Necrophone Games,2014,164493
Action,LOVE,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards', 'Includes level editor']",2.99,269270,Fred Wood,2014,17957
Action,Descent,"['Single-player', 'Multi-player']",9.99,273570,Parallax,1995,3012
Adventure,Aveyond 3-1: Lord of Twilight,"['Single-player', 'Steam Achievements']",9.99,272010,"Amaranth Games, LLC",2014,4773
Strategy,Graviteam Tactics: Operation Star,"['Single-player', 'Steam Achievements']",29.99,275290,Graviteam,2012,15187
Simulation,Victorian Admirals,['Single-player'],19.99,275310,Totem Games,2012,0
Simulation,Game Tycoon 1.5,"['Single-player', 'Steam Cloud']",2.99,273770,Sunlight Games,2014,13356
Action,//N.P.P.D. RUSH//- The milk of Ultraviolet,"['Single-player', 'Steam Trading Cards']",3.99,270090,Rail Slave Games,2014,19929
Action,Grimind,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",9.99,265380,Paweł Mogiła,2014,9403
Strategy,Etherlords,"['Single-player', 'Multi-player']",4.99,270770,Nival,2001,141
Adventure,Etherlords II,"['Single-player', 'Multi-player']",4.99,270790,Nival,2003,3938
Action,OMG Zombies!,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",4.99,259870,Laughing Jackal LTD,2014,24382
Action,Sniper Art of Victory,['Single-player'],2.99,271500,CI Games,2008,4358
Action,Loadout Steam Launch Starter Pack,"['Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,271520,Edge of Reality,2014,2
Simulation,Ski Region Simulator - Gold Edition,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']",9.99,270950,Giants Software,2013,7719
Racing,Burning Cars,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Partial Controller Support']",5.99,269430,Polynetix Studio,2014,3788
Action,Loadout,"['Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled']",Free to Play,208090,Edge of Reality,2014,7326225
Action,Glacier 3: The Meltdown,['Single-player'],9.99,267940,Team 6 Studios,2010,264
Action,Hyper Fighters,['Single-player'],9.99,267960,Team 6 Studios,2011,1334
Action,Guise Of The Wolf,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",2.99,259640,FUN Creators,2014,5204
Action,A-Men,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,264460,Bloober Team SA,2014,5051
Action,Signs of Life,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,263200,Sweet Dog Studios,2014,56445
Strategy,Original War,"['Single-player', 'Multi-player', 'Steam Achievements', 'Captions available', 'Steam Cloud']",4.99,235320,Altar Games,2001,8170
Action,Arcane Worlds,['Single-player'],9.99,269610,Ranmantaru Games,2014,3862
Adventure,Starlite: Astronaut Rescue - Developed in Collaboration with NASA,['Single-player'],2.99,266090,Project Whitecard Studios Inc.,2014,762
Action,Strike Vector,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Commentary available']",11.99,246700,Ragequit Corporation,2014,74888
Adventure,Broken Age,"['Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,232790,Double Fine Productions,2014,189483
Action,KickBeat Steam Edition,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,255370,Zen Studios,2014,40876
Action,Hitman: Contracts,['Single-player'],6.99,247430,Io-Interactive A/S,2004,44616
Strategy,Blackguards,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,249650,Daedalic Entertainment,2014,147517
Strategy,The Banner Saga,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Includes level editor']",19.99,237990,Stoic,2014,371541
Adventure,Steam Bandits: Outpost,"['Single-player', 'Cross-Platform Multiplayer', 'Steam Achievements']",19.99,261350,Iocaine Studios,2014,5573
Action,Next Car Game: Wreckfest,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Workshop', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",39.99,228380,Bugbear,2014,396007
Simulation,Recovery Search &amp; Rescue Simulation,['Single-player'],4.99,262870,Excalibur Publishing,2014,1199
Action,METAL GEAR RISING: REVENGEANCE,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",29.99,235460,PlatinumGames,2014,883204
Action,3089 -- Futuristic Action RPG,"['Single-player', 'Co-op', 'Steam Trading Cards']",6.99,263360,Phr00t's Software,2014,35710
Action,Freedom Fall,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,262770,Stirfire Studios,2014,11976
Adventure,War of the Human Tanks,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,263400,Yakiniku Banzai,2012,30409
Action,Kingdom Rush,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,246420,Ironhide Game Studio,2014,289525
Action,Continue?9876543210,"['Single-player', 'Partial Controller Support']",9.99,263340,Jason Oda,2014,2065
Action,Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",4.99,263680,Semaphore,2014,7340
Adventure,Driftmoon,"['Single-player', 'Steam Achievements', 'Includes level editor']",14.99,263380,"Ville Mönkkönen,Anne Mönkkönen",2013,9792
Action,Gunman Clive,"['Single-player', 'Steam Achievements']",1.99,262550,Hörberg Productions,2014,9488
Adventure,Captain Morgane and the Golden Turtle,['Single-player'],4.99,264320,WizarBox,2014,15405
Strategy,UFO: Afterlight,"['Single-player', 'Captions available']",6.99,237950,Altar Games,2007,12584
Action,Dementium II HD,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,217100,Memetic Games,2013,31229
Adventure,The Walking Dead: Season 2,"['Single-player', 'Steam Achievements', 'Full controller support']",24.99,261030,Telltale Games,2013,1811760
Action,Ballpoint Universe - Infinite,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']",3.99,259390,Arachnid Games,2013,39103
Action,Zigfrak,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",7.99,259430,Entheogen Studios LLC,2012,10478
Action,Stick it to The Man!,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",7.99,251830,Zoink Games,2013,12754
Adventure,Violett Remastered,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,257830,Forever Entertainment S. A.,2013,31836
Action,Blockland,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards']",9.99,250340,"Eric Hartman,Ben Garney,Anthony Rotondo",2007,952716
Action,DayZ,"['Multi-player', 'Steam Cloud', 'Valve Anti-Cheat enabled']",34.99,221100,Bohemia Interactive,2013,36032338
Action,Samurai Gunn,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Stats']",14.99,239090,Teknopants,2013,7628
Strategy,Small World 2,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Turn Notifications']",9.99,235620,Days of Wonder,2013,31195
Simulation,OMSI 2: Steam Edition,"['Single-player', 'Full controller support', 'Includes level editor']",34.99,252530,MR-Software GbR,2013,373062
Action,Rust,"['Multi-player', 'MMO', 'Cross-Platform Multiplayer', 'Steam Workshop', 'In-App Purchases', 'Valve Anti-Cheat enabled']",19.99,252490,Facepunch Studios,2013,80110135
Action,Tiny Brains,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",9.99,253690,Spearhead Games,2013,9548
Strategy,NEO Scavenger,"['Single-player', 'Steam Trading Cards']",14.99,248860,Blue Bottle Games,2014,259896
Action,Velocity®Ultra,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,244890,"Curve Digital,FuturLab",2013,26208
Action,MURI,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",3.99,267360,"Ludosity,Remar Games",2013,7093
Action,Zombie Tycoon 2: Brainhov's Revenge,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",4.99,252270,Frima Studio,2013,19315
Adventure,Gomo,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",4.99,265330,Fishcow Studio,2013,8200
Adventure,The Novelist,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",14.99,245150,Orthogonal Games,2013,23461
Action,Speedball 2 HD,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats']",9.99,251690,Vivid Games,2013,25556
Action,SteamWorld Dig,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,252410,Image &amp; Form,2013,195302
Simulation,Omerta - The Japanese Incentive,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",7.99,215374,Haemimont Games,2013,1
Adventure,Draw a Stickman: EPIC,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",3.99,248650,Hitcents,2013,49999
Adventure,Postmortem: One Must Die (Extended Cut),"['Single-player', 'Captions available', 'Stats']",2.99,263140,Unbound Creations,2013,847
Action,Tiny Barbarian DX,"['Single-player', 'Multi-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",29.99,253350,StarQuail Games,2013,6295
Strategy,Tank Operations: European Campaign,['Single-player'],9.99,258240,Linked Dimensions,2013,538
Action,Gas Guzzlers Extreme,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards']",24.99,243800,Gamepires,2013,56647
Simulation,Songs2See,['Single-player'],14.99,248270,Songquito UG,2013,48
